Device,Manufacturer,Device Type,MIDI Role,Message Type,CC# (MSB),CC LSB,NRPN MSB,NRPN LSB,Parameter / Function,Value Range / Units,Notes,MIDI Channel / Mode,Tx/Rx,Source,Source detail
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,32,Input R Level,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,105,,,,Input R Pan,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,33,Input R Pan,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,106,,,,Input L Delay Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,34,Input L Delay Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,107,,,,Input R Delay Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,35,Input R Delay Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,108,,,,Input L Reverb Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,36,Input L Reverb Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,109,,,,Input R Reverb Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,37,Input R Reverb Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,84,,,,Stereo Input,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,38,Stereo Input,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,102,,,,Input L+R Level,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,30,Input L+R Level,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,103,,,,Input L+R Balance,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,31,Input L+R Balance,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,106,,,,Input L+R Delay Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,34,Input L+R Delay Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,108,,,,Input L+R Reverb Send,0-127 (unless noted),Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,2,36,Input L+R Reverb Send,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - EXTERNAL IN MIXER,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,70,,,,VAL1,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,71,,,,VAL2,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,72,,,,VAL3,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,73,,,,VAL4,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,74,,,,VAL5,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,75,,,,VAL6,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,76,,,,VAL7,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,77,,,,VAL8,0-127 (unless noted),Appendix B: MIDI - CC VAL,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),CC,110,,,,Pattern Mute,0-127 (unless noted),Appendix B: MIDI - MISC,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
Digitakt,Elektron,Drum machine / sampler,Target (receives) + Source (sends),NRPN,,,1,104,Pattern Mute,14-bit NRPN (0-16383) typically scaled internally,Appendix B: MIDI - MISC,Configurable; track/midi track contexts apply,Tx/Rx,https://www.elektron.se/wp-content/uploads/2024/09/Digitakt_User_Manual_ENG_OS1.51_231108.pdf,Appendix B: MIDI (tables)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,2,,,,Spice,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,5,,,,Glide,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,9,,,,Oscillator Type,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,10,,,,Oscillator Wave,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,12,,,,Oscillator Timbre,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,13,,,,Oscillator Shape,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,23,,,,Filter Cutoff,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,24,,,,Cycling Env Amount,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,26,,,,Filter Amount,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,28,,,,Cycling Env Hold,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,29,,,,Envelope Sustain,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,64,,,,Keyboard Hold (toggle),0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,83,,,,Filter Resonance,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,91,,,,ARP/SEQ rate (free),0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,92,,,,ARP/SEQ rate (sync),0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,93,,,,LFO rate (free),0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,94,,,,LFO rate (sync),0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,102,,,,Cycling env rise,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,103,,,,Cycling env fall,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,105,,,,Envelope Attack,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
MicroFreak,Arturia,Synthesizer,Target (receives) + Source (sends),CC,106,,,,Envelope Decay,0-127,Appendix D: CC# Values,Configurable MIDI channel,Tx/Rx,https://www.arturiamicrofreak.com/downloads/microfreak_Manual_4_0_3_EN.pdf,Appendix D: CC# Values (pp. 128-129)
KeyStep,Arturia,MIDI controller / sequencer,Source (sends),CC,1,,,,Mod strip (default Mod Wheel),0-127,Configurable to any CC number via MIDI Control Center (Mod strip CC).,Sends on selected keyboard channel (or fixed channel setting),Tx,https://downloads.arturia.net/products/keystep/manual/KeyStep_Manual_1_1_1_EN.pdf,MIDI Control Center - Mod strip CC
KeyStep,Arturia,MIDI controller / sequencer,Source (sends),CC,64,,,,Sustain pedal (default Hold 1),0/127 by default (range configurable),"Configurable: CC#, and low/high values via MIDI Control Center (Sustain Message CC, Range Low/High).",Sends on selected keyboard channel,Tx,https://downloads.arturia.net/products/keystep/manual/KeyStep_Manual_1_1_1_EN.pdf,MIDI Control Center - Sustain Message CC/Range Low/High
KeyStep,Arturia,MIDI controller / sequencer,Source (sends),Pitch Bend,,,,,Pitch strip,14-bit pitch bend,Pitch strip can send on fixed MIDI channel or follow keyboard channel.,Configurable (Pitch Bend MIDI Ch),Tx,https://downloads.arturia.net/products/keystep/manual/KeyStep_Manual_1_1_1_EN.pdf,MIDI Control Center - Pitch Bend MIDI Ch
KeyStep,Arturia,MIDI controller / sequencer,Source (sends),Channel Pressure,,,,,Aftertouch from keybed,0-127 (curve selectable),Aftertouch curve selectable in MIDI Control Center.,Sends on selected channel,Tx,https://downloads.arturia.net/products/keystep/manual/KeyStep_Manual_1_1_1_EN.pdf,MIDI Control Center - Aftertouch curve
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,16,,,,EG Attack,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,17,,,,EG Decay,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,25,,,,EG Intensity,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,24,,,,LFO Rate,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,26,,,,LFO Depth,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,28,,,,Drive,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,35,,,,VCO2 Pitch,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,36,,,,VCO1 Shape,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,37,,,,VCO2 Shape,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,39,,,,VCO1 Level,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,40,,,,VCO2 Level,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,43,,,,Filter Cutoff,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,44,,,,Filter Resonance,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,49,,,,VCO2 Octave,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,50,,,,VCO1 Wave,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,51,,,,VCO2 Wave,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,56,,,,LFO Target,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,58,,,,LFO Wave,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,59,,,,LFO Mode,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,60,,,,Sync/Ring,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,61,,,,EG Type,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),CC,62,,,,EG Target,0-127,MIDI Implementation Chart (monologue) - Control Change,1-16 (memorized),Tx/Rx (requires global settings Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,"MIDI Implementation Chart (date 2016-10-01, ver 1.00)"
monologue,Korg,Synthesizer,Target (receives) + Source (sends),Program Change,,,,,Program select,0-99,MIDI Implementation Chart indicates Program Change 0-99.,1-16,Tx/Rx (global Enable Tx/Rx MIDI),https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,MIDI Implementation Chart (ver 1.00)
monologue,Korg,Synthesizer,Target (receives) + Source (sends),SysEx,,,,,System Exclusive,Device-specific,MIDI Implementation Chart indicates SysEx supported.,N/A,Tx/Rx,https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,MIDI Implementation Chart (ver 1.00)
monologue,Korg,Synthesizer,Target (receives) + Source (sends),Clock/Transport,,,,,MIDI clock + realtime commands,N/A,Clock supported; receive depends on global Clock Source settings.,N/A,Tx/Rx,https://cdn.korg.com/us/support/download/files/217ccde9c458f10aca1d1d153249fe97.pdf,MIDI Implementation Chart (notes)
